Draw
Black
Black
White
Draw
Draw
Draw
White
Black
White
Draw
Black
Draw
Black
White
Black
Draw
Black
Draw
Draw
White
Black
Black
Draw
Draw
Black
Black
Draw
Draw
White
Black
Black
Draw
Black
Draw
White
Draw
Draw
Black
White
Black
Draw
White
Draw
Black
Draw
Draw
White
White
White
White
Black
Draw
Black
Draw
Draw
White
Black
White
White
White
Black
White
Draw
Black
Draw
Black
Black
Black
White
Draw
Draw
Black
Black
Black
Black
Draw
White
White
White
